nombre,descripcion,municipio_id
CENTROS DE ESPECTÁCULOS, CULTURALES Y RECREATIVOS / CENTROS COMUNITARIOS ,N/A,Metepec
CENTROS DE ESPECTÁCULOS, CULTURALES Y RECREATIVOS / GALERÍAS DE ARTE,N/A,Metepec
CENTROS DE ESPECTÁCULOS, CULTURALES Y RECREATIVOS / MUSEOS,N/A,Metepec
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO PARA LA CONSTRUCCIÓN / CASAS DE MATERIALES,N/A,Metepec
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO PARA LA CONSTRUCCIÓN / PINTURAS Y/O IMPERMEABILIZANTES,N/A,Metepec
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO PARA LA CONSTRUCCIÓN / PRODUCTOS PREFABRICADOS PARA LA CONSTRUCCIÓN,N/A,Metepec
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO PARA LA CONSTRUCCIÓN / TIENDA DE PISOS, AZULEJOS Y BAÑOS,N/A,Metepec
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO PARA LA CONSTRUCCIÓN / VENTA Y/O RENTA DE MAQUINARIA PESADA, EQUIPO LIGERO PARA LA CONSTRUCCIÓN, CIMBRA Y MADERA EN GENERAL.,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / ABARROTES Y/O MISCELÁNEAS.,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / CALZADO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / CARNICERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / CREMERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / DULCERÍAS Y MATERIA PRIMA PARA REPOSTERÍA.,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / FERRETERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / FLORERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / LIBRERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / MERCERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / PANADERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / PAPELERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / PELUQUERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / PESCADERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / POLLERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / RECAUDERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / REGALOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / REVISTAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / ROPA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / SALÓN DE BELLEZA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / TLAPALERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / TORTILLERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS BÁSICOS / VIDRIERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS/ALQUILER DE INSTRUMENTOS MUSICALES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ALQUILER DE MOBILIARIO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ALQUILER DE SERVICIOS Y EQUIPOS PARA FIESTAS INFANTILES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTESANÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS DE DECORACIÓN,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS DE LIMPIEZA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS DEPORTIVOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS /ARTÍCULOS DESECHABLES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS ELECTRODOMÉSTICOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS FOTOGRÁFICOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ARTÍCULOS MAGNETOFÓNICOS Y MUSICALES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS /BLANCOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / CANCELERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / CARPINTERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / CENTROS DE COPIADO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / CERRAJERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / CIBER CAFÉS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / COLOCACIÓN DE PISOS FLEXIBLES Y DE MADERA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS/COMERCIALIZACIÓN DE MERCANCÍAS  AL POR MENOR A TRAVÉS DE INTERNET,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / COMPONENTES ELECTRÓNICOS Y ELÉCTRICOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / EQUIPO DE CÓMPUTO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ESCUELAS DE MANEJO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / ESTUDIOS FOTOGRÁFICOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / EXPENDIO DE BILLETES DE SORTEOS Y RIFAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / FORJA ARTÍSTICA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS /INSTALACIONES DE SISTEMAS CENTRALES DE AIRE ACONDICIONADO Y CALEFACCIÓN,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / JOYERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / JUGUETES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / MATERIAL DIDÁCTICO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / MATERIALES ELÉCTRICOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / MUEBLERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / PERFUMERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / PLOMERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / PRODUCTOS DE BELLEZA Y DE ARTE,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / RELOJERÍAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / RENTA DE ROPA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS/REPARACIÓN DE CALZADO Y OTROS ARTÍCULOS DE PIEL Y CUERO,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS/REPARACIÓN Y MANTENIMIENTO DE BICICLETAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / SASTRERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / SEX SHOPS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TABAQUERÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TELAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TELEFONÍA,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TIENDA PARA MASCOTAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TIENDAS ESOTÉRICAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / TIENDAS NATURISTAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / UNIFORMES,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / VETERINARIAS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / VIDEO JUEGOS,N/A,Metepec
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS / VIVEROS,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / FOTOGRAFÍA,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / ACTUACIÓN,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / ARTES MARCIALES,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / BAILE,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / DE MODELOS,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / ESCUELAS Y ACADEMIAS DE OFICIOS,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / ESCULTURA,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / IDIOMAS,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / MANUALIDADES,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / MÚSICA,N/A,Metepec
EDUCACIÓN ARTÍSTICA Y DE OFICIOS / PINTURA,N/A,Metepec
GIROS DE ALTO IMPACTO,N/A,Metepec
OFICINAS / AGENCIA DE PUBLICIDAD,N/A,Metepec
OFICINAS / AGENCIA DE VIAJES,N/A,Metepec
OFICINAS/AGENCIAS DE RELACIONES  PÚBLICAS,N/A,Metepec
OFICINAS / ALQUILER DE AUTOMÓVILES SIN CHOFER.,N/A,Metepec
OFICINAS/ASOCIACIONES, ORGANIZACIONES Y CÁMARAS DE PRODUCTORES, COMERCIANTES Y PRESTADORES DE SERVICIOS,N/A,Metepec
OFICINAS/BUFETES JURÍDICOS,N/A,Metepec
OFICINAS/CORPORATIVOS,N/A,Metepec
OFICINAS/DISEÑO Y DECORACIÓN DE INTERIORES,N/A,Metepec
OFICINAS/DISEÑO DE MODAS Y OTROS DISEÑOS ESPECIALIZADOS,N/A,Metepec
OFICINAS / DISEÑO GRÁFICO.,N/A,Metepec
OFICINAS/ DISTRIBUCIÓN DE MATERIAL PUBLICITARIO,N/A,Metepec
OFICINAS / ESCRITORIO PÚBLICO,N/A,Metepec
OFICINAS / INMOBILIARIA,N/A,Metepec
OFICINAS / MENSAJERÍA Y PAQUETERÍA,N/A,Metepec
OFICINAS / MUDANZAS,N/A,Metepec
OFICINAS / NOTARÍA PÚBLICA,N/A,Metepec
OFICINAS / OFICINA O DESPACHO,N/A,Metepec
OFICINAS/SERVICIOS DE ARQUITECTURA,N/A,Metepec
OFICINAS/ SERVICIOS DE CONSULTORÍA EN ADMINISTRACIÓN,N/A,Metepec
OFICINAS/ SERVICIOS DE CONSULTORÍA EN MEDIO AMBIENTE,N/A,Metepec
OFICINAS/SERVICIOS DE CONTABILIDAD Y AUDITORÍA,N/A,Metepec
OFICINAS/SERVICIOS DE INGENIERÍA,N/A,Metepec
OFICINAS/ SERVICIOS DE LEVANTAMIENTO GEOFÁSICO,N/A,Metepec
OFICINAS/ SERVICIOS DE TRADUCCIÓN E INTERPRETACIÓN,N/A,Metepec
REPARACIÓN Y SERVICIO DE VEHÍCULOS Y MAQUINARIA / VULCANIZADORAS,N/A,Metepec
SERVICIOS FINANCIEROS / AFIANZADORAS,N/A,Metepec
SERVICIOS FINANCIEROS / ASEGURADORAS,N/A,Metepec
SERVICIOS FINANCIEROS / CASAS DE BOLSA Y CAJAS POPULARES,N/A,Metepec
SERVICIOS FINANCIEROS / CASAS DE CAMBIO,N/A,Metepec
SERVICIOS FINANCIEROS / CASAS DE EMPEÑO,N/A,Metepec
SERVICIOS FINANCIEROS / SUCURSALES BANCARIAS,N/A,Metepec
